"ID","author","date","message"
"33331f04","Nicolás Epíscopo","1533327805","Merged in bugfix/BD-2515 (pull request #27)"
"64298c3c","Nicolás Epíscopo","1533327762","Merged in task/BD-2534 (pull request #29)"
"affe2bfc","Nicolás Epíscopo","1533327738","Merged in bugfix/BD-2543 (pull request #31)"
"298787e3","Nicolás Epíscopo","1533327708","Merged in task/BD-2546 (pull request #32)"
"c166d293","Nicolás Epíscopo","1533327602","Merged in bugfix/BD-2548 (pull request #33)"
"e269c443","nicolasepiscopo","1533325730","[BD-2582] Storage is stuck on loading if user that was registered in mobile app starts the 1st inventory"
"38ed2eeb","nicolasepiscopo","1533322660","[BD-2534] Increase the size of the info ( i ) button on inventory count modal"
"872adcbd","nicolasepiscopo","1533321830","[BD-2579] Count modal is no allowing reach to 0"
"c21ce10f","nicolasepiscopo","1533320394","[BD-2551] App doesn't automatically remove the deleted section on mobile"
"e43f797c","nicolasepiscopo","1533302068","[BD-2548] Entering a count of 2.20 turns into 2.21 on mobile"
"976a0ae1","nicolasepiscopo","1533297053","[BD-2551] App doesn't automatically remove the deleted section on mobile"
"4952b293","nicolasepiscopo","1533260481","[BD-2552] Adding new items from an empty section may not display the added item"
"54e910ae","nicolasepiscopo","1533253167","[BD-2554] Reset password link sent from mobile app is using develop-dot-bardog-app link"
"7d0b35d1","nicolasepiscopo","1533252617","[BD-2553] App will crash and remove all items from section 1 when performing a count on 2nd section"
"b9de8277","nicolasepiscopo","1533235972","[BD-2543] Creating new item in inventory during offline mode crashes mobile app"
"d3ebe100","nicolasepiscopo","1533229716","[BD-2550] Add section from a storage with items on mobile is not working"
"c976ed0a","nicolasepiscopo","1533222775","[BD-2546] Very difficult to press Cancel/Done button on iPhone X Add Item modal during inventory"
"1c664c81","nicolasepiscopo","1533218059","[BD-2541] Z to A sorting is not working if user has a category filter on Inventory items"
"c953219d","nicolasepiscopo","1533214920","[BD-2540] Cancel button is not working on add item on inventory on mobile"
"c2c946b1","nicolasepiscopo","1533147056","[BD-2531] Catalog and Storage/Section can display only 10 items on the list after adding new item on the catalog"
"a35194bc","nicolasepiscopo","1533052722","[BD-2525] Minor fix"
"6fb5d8b4","nicolasepiscopo","1532980971","[BD-2525] Prevent creation of storage area/section on mobile frontend"
"bff73634","nicolasepiscopo","1532964318","[BD-2479] Updated styles"
"e73deb96","nicolasepiscopo","1532956070","[BD-2479] Updated package version"
"1a272191","nicolasepiscopo","1532711534","Updating package version"
"cc90d256","nicolasepiscopo","1532709863","[BD-2479] Quick alphabetical scroll on mobile inventory"
"d74c7972","nicolasepiscopo","1532537198","[BD-2515] Moving a storage area on mobile will crash the app"
"c606b10a","nicolasepiscopo","1532376611","Iphone x adjustment"
"5e7cac65","nicolasepiscopo","1532376459","[BD-2446] Adding user reducer when section is default"
"d5a9efbc","nicolasepiscopo","1532110428","[BD-2446] User Count info modal should immediately reflect current user's counts"
"6c87663f","nicolasepiscopo","1532023565","Deploy fix for itunes"
"e0918fa3","nicolasepiscopo","1532022829","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"83e054db","nicolasepiscopo","1532022759","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native"
"ac7ce30e","nicolasepiscopo","1532022736","Update intro to match apple terms"
"d1a833f6","nicolasepiscopo","1531944707","New build for itunes"
"9420b778","nicolasepiscopo","1531943664","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"ef33b634","nicolasepiscopo","1531943610","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native"
"d7f95132","nicolasepiscopo","1531943568","[BD-2496] Remove 'contact us' slide from mobile onboarding"
"1bd185a8","nicolasepiscopo","1531839672","[BD-2473] Disable Done button on Add item dialog on mobile until items have been added"
"20957f17","nicolasepiscopo","1531508205","Deployed to prod v3.23.0"
"82f463d6","nicolasepiscopo","1531506060","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"9c7d4de8","nicolasepiscopo","1531506034","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native"
"f34d62f8","nicolasepiscopo","1531505979","Fixing error on deploy"
"7cd39489","nicolasepiscopo","1531504440","Trying to deploy v 3.23.0"
"94bf6c12","nicolasepiscopo","1531501462","Deploying version 3.23.0"
"773aac48","nicolasepiscopo","1531501160","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native"
"3db86610","nicolasepiscopo","1531501142","Update version to 3.23.0"
"75c09e63","Nicolás Epíscopo","1531501067","Merged in develop (pull request #22)"
"b3468045","nicolasepiscopo","1531496810","[BD-2453] All subcategory selection is visible when user press subcategory on new adjustment on mobile"
"1958a70c","nicolasepiscopo","1531495687","Removing additional Par column from summary items list"
"0404c960","nicolasepiscopo","1531494824","[BD-2452] Do not include the search box field when loading a search for the master catalog"
"df261bb8","nicolasepiscopo","1531493305","[BD-2459] Count by order quantity on android is not displayed the same as on ios"
"68fd4058","nicolasepiscopo","1531492395","Fix for Info window height and scrolling issue"
"18df5527","nicolasepiscopo","1531490958","[BD-2461] Last count value is divided by 100 on an android device"
"03bf5434","nicolasepiscopo","1531490743","[BD-2456] Keyboard should disappear when user press Cancel on the sign up page on mobile in android device"
"ef44508e","nicolasepiscopo","1531490461","[BD-2445] Add additional header spacing on mobile on iphone x"
"d8fe3a79","nicolasepiscopo","1531490005","[BD-2442] Inventory count modal should not jump down when switching to user count view"
"8ddc7350","nicolasepiscopo","1531489583","[BD-2460] Pressing the Inv. unit or Order unit on the count prompt will multiply/divide it's value by it's conversion"
"86b28997","nicolasepiscopo","1531488776","[BD-2448] Stop item menu from appearing if scroll or vertical swipe is detected"
"273a2a05","nicolasepiscopo","1531488015","[BD-2444] Tapping outside of Inventory Count modal should close modal"
"e66ea3df","nicolasepiscopo","1531486346","[BD-2441] Keyboard should disappear after login on Android"
"a5581d32","nicolasepiscopo","1531427868","Fixing issues related to merge"
"3af6cd18","Nicolás Epíscopo","1531411917","Merged in feature/api-improvements (pull request #15)"
"7683692f","nicolasepiscopo","1531411808","Fixing conflicts"
"9c0af463","Nicolás Epíscopo","1531411137","Merged in task/BD-2414 (pull request #16)"
"504e4166","Nicolás Epíscopo","1531411117","Merged in bugfix/BD-2416 (pull request #17)"
"a772b1c5","Nicolás Epíscopo","1531411094","Merged in feature/BD-2371 (pull request #18)"
"56278851","Nicolás Epíscopo","1531411063","Merged in feature/BD-2373 (pull request #19)"
"7ad3843d","Nicolás Epíscopo","1531411035","Merged in feature/BD-2376 (pull request #20)"
"8284b3bb","nicolasepiscopo","1531408804","[BD-2443] Show loading animation on Inventory Summary review screen on mobile"
"c65f5171","nicolasepiscopo","1531401223","Reverting prod connection"
"c132a228","nicolasepiscopo","1531398214","[BD-2438] User count info icon and back button are covered on mobile with long item names"
"8483ff88","nicolasepiscopo","1531345224","[BD-2426] For mobile"
"0c24c5c6","nicolasepiscopo","1531344465","WIP - Test cases for inventory"
"f72936c2","nicolasepiscopo","1531226268","[BD-2416] Last item on list on mobile is not seen"
"d4772afd","nicolasepiscopo","1531225656","[BD-2414] Rename 'Delete item' to 'Remove item' in mobile inventory"
"79cbc1eb","nicolasepiscopo","1531225286","[BD-2410] Sorting on the item list on inventory summary report is opposite of the displayed sort image"
"5bf428f2","nicolasepiscopo","1530907242","Removing division by 100 on items and items grouped"
"eb04ede9","nicolasepiscopo","1530905686","Some improvements"
"25115f2e","nicolasepiscopo","1530903871","[BD-2405] Minor adjustment"
"1e748e5f","nicolasepiscopo","1530903594","[BD-2405] Detailed report will not display all counts not until user pulls down to the bottom of the list"
"0f361313","nicolasepiscopo","1530894501","[BD-2347] Formatting numbers for qty"
"dc334123","nicolasepiscopo","1530893650","[BD-2347] View user/storage counts for an item on mobile/web"
"2be53fbc","nicolasepiscopo","1530886932","Merge with [BD-2347]"
"fd6c59f9","nicolasepiscopo","1530839538","[BD-2389] Item list on inventory summary report sometimes do not appear"
"5edc248c","nicolasepiscopo","1530826541","[BD-2387] Count display on the count prompt will revert to previous entered count when user recounted an item"
"b3828be2","nicolasepiscopo","1530799941","[BD-2385] Count prompt will be stuck on Order unit display even if item doesn't have order unit if user edits a catalog profile to have it as an order unit"
"e3f4fbc5","nicolasepiscopo","1530799070","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native into feature/BD-2371"
"9784679f","nicolasepiscopo","1530798707","[BD-2384] Using 'Done' button on an android keyboard will put the entered value on Order unit to inventory unit"
"841b6a03","nicolasepiscopo","1530755945","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native into feature/api-improvements"
"ea78e8af","nicolasepiscopo","1530755934","[BD-2369] Integrated new summary endpoints for mobile"
"c2e332ed","nicolasepiscopo","1530752438","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native"
"2c2ff6e6","nicolasepiscopo","1530752422","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native"
"53abbe24","nicolasepiscopo","1530752382","Urgent bugfix"
"1aff5937","nicolasepiscopo","1530752267","WIP - almost done"
"620a64f9","nicolasepiscopo","1530741877","[BD-2382] App crashes when user entered an order unit value by using the number pad"
"7093cffe","nicolasepiscopo","1530714776","[BD-2376] Fix on data order"
"24a7d309","nicolasepiscopo","1530714468","[BD-2371] Allow users to count using order units"
"a2e4f581","nicolasepiscopo","1530644488","WIP"
"e0e9092a","nicolasepiscopo","1530621826","[BD-2376] Display Last Count on inventory summary report"
"165d844b","nicolasepiscopo","1530620861","[BD-2373] Display 'Grouped' inventory summary by default, rename"
"1ff3808d","nicolasepiscopo","1530541840","[BD-2347] View user/storage counts for an item on mobile/web"
"53b88c0a","nicolasepiscopo","1530302314","[BD-2369] Implement pagination API into mobile"
"e5c0773f","nicolasepiscopo","1530302305","[BD-2369] Implement pagination API into mobile"
"e4b5e453","nicolasepiscopo","1530279085","Deploying version 3.22.3 to Itunes and Google Play"
"7dfb1a4a","nicolasepiscopo","1530276720","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"fe4d211e","Nicolás Epíscopo","1530276369","Merged in develop (pull request #14)"
"b70072d7","nicolasepiscopo","1530276328","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native into develop"
"2f25205b","nicolasepiscopo","1530276314","Version 3.22.3"
"84df1c34","Nicolás Epíscopo","1530276177","Merged in task/BD-2346 (pull request #13)"
"61d3f130","nicolasepiscopo","1530276141","Fixed conflicts"
"8f1f721a","Nicolás Epíscopo","1530275916","Merged in feature/BD-2345 (pull request #12)"
"cd14b4f8","Nicolás Epíscopo","1530275887","Merged in feature/BD-2342 (pull request #11)"
"d744bdac","Nicolás Epíscopo","1530275845","Merged in feature/iphonex-support (pull request #10)"
"950cffe9","nicolasepiscopo","1529676792","[BD-2352] Username and password fields appear offscreen on mobile login iPhoneX"
"13319b84","nicolasepiscopo","1529672480","[BD-2353] Sign-up wizard progress bar and 'Cancel' and 'Next' buttons too close to top of screen on iPhone X"
"d8caf1e1","nicolasepiscopo","1529611716","Deploying v3.22.2 to itunes and google play"
"014900a9","nicolasepiscopo","1529610187","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"7af0ed74","nicolasepiscopo","1529610159","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native"
"5c0f56be","nicolasepiscopo","1529610130","Update version to 3.22.1"
"bdf8bb8c","nicolasepiscopo","1529610030","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"3a2376ab","Nicolás Epíscopo","1529609898","Merged in develop (pull request #9)"
"cf92b9e5","nicolasepiscopo","1529608934","[BD-2345] Showing message when adding item"
"ae69e8b8","nicolasepiscopo","1529608491","[BD-2345] Quick add items from catalog on mobile when searching in a section"
"4b385ef9","nicolasepiscopo","1529601750","[BD-2342] Add +24 count for mobile"
"6babd1e6","nicolasepiscopo","1529600519","[BD-2346] Increase size of 'Done' buttons on mobile count modal"
"81f4a0cd","nicolasepiscopo","1529584975","[BD-2277] Fix mobile app layout on iPhone X"
"a8e499e7","nicolasepiscopo","1529584415","[BD-2277] Fix mobile app layout on iPhone X"
"4b652e48","nicolasepiscopo","1529417492","Fixing deploy process on mobile"
"c6da5304","nicolasepiscopo","1529415641","[BD-2332] Progress made in offline is lost if user logs out then log back in"
"98d73e13","nicolasepiscopo","1529088129","Changing reopen to synchronous respect to storage areas and sections fetch"
"46c93dd7","nicolasepiscopo","1529087963","[BD-2320] Deleted string on a deleted storage on a participating product on inventory summary report is not in italics"
"43112653","nicolasepiscopo","1529071610","[BD-2320] Deleted string on a deleted storage on a participating product on inventory summary report is not in italics"
"3f904c35","nicolasepiscopo","1529070742","[BD-2322] User may add a new item on a recovered empty deleted section"
"c64e66e9","nicolasepiscopo","1529069444","[BD-2323] 'Deleted' string may appear on a active storage or section created in offline mode by other user"
"50678b6d","nicolasepiscopo","1529068342","[BD-2316] Offline Mode: Move a product to the same section will sum the values"
"28b684e9","nicolasepiscopo","1529002435","Adding deleted to products on summary"
"7102ee8b","nicolasepiscopo","1528997089","[BD-1718] [BD-2303] [BD-2304] [BD-2307] [BD-2309] [BD-2310]"
"0a32ef8c","nicolasepiscopo","1528915636","[BD-2310] && [BD-2312] && [BD-2314]"
"454db055","nicolasepiscopo","1528898615","[BD-2293] Test suite for adjustments reducer on mobile"
"88ca7dd2","nicolasepiscopo","1528746760","Fixes for iphone x"
"38860528","nicolasepiscopo","1528746197","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"b39917f1","nicolasepiscopo","1528745661","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native"
"3072a254","nicolasepiscopo","1528745599","Adding launchscreen for iphone x"
"bf4d8d6b","nicolasepiscopo","1528742708","[BD-2277] Fix mobile app layout on iPhone X"
"d055b623","nicolasepiscopo","1528727552","[BD-2280] New adjustment created on mobile is not showing/saving"
"5dab318f","nicolasepiscopo","1528724225","[BD-2274] Cache issue with inventory content"
"ddcb2fe0","nicolasepiscopo","1528479861","[BD-2269] Display Invalid email address on sign up on mobile app"
"f60a6ab9","nicolasepiscopo","1528472219","[BD-2279] Mobile app permanently stuck in offline mode"
"4ff23046","nicolasepiscopo","1528404342","Deploying v3.22.0 to iTunes and Google Play"
"66a0df91","nicolasepiscopo","1528403350","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"49bd0638","nicolasepiscopo","1528403270","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native"
"745e0e7d","nicolasepiscopo","1528403252","Removing react-native-offline package"
"d74e0641","nicolasepiscopo","1528403200","Version 3.22.0"
"2b4fb77d","nicolasepiscopo","1528403141","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native"
"df1c8e65","nicolasepiscopo","1528400677","[BD-2270] Adding a new item on a new section on offline mode will crash the app"
"d94bed06","nicolasepiscopo","1528399022","[BD-2226] Allow 'connect' attempts by users in offline mode"
"76b25f00","nicolasepiscopo","1528398542","[BD-2226] Allow 'connect' attempts by users in offline mode"
"e71793fa","nicolasepiscopo","1528386329","[BD-2268] New storage is not logging the new sections created on mobile"
"4b94d091","nicolasepiscopo","1528384271","[BD-2267] Section is not logging the items added automatically on mobile"
"7d4f8f09","nicolasepiscopo","1528381839","[BD-2226] Improvement for network library II"
"5cf4473f","nicolasepiscopo","1528380452","[BD-2226] Improvement for network library"
"04c6e149","nicolasepiscopo","1528333108","[BD-2264] Entered details on mobile registration pages will be cleared if user press the '<' button"
"5fbcfa6b","nicolasepiscopo","1528331755","[BD-2259] Save prompt is not appearing when user returns online and user is inside a new empty section"
"c4f040ae","nicolasepiscopo","1528330591","Login was not working"
"50ae55e1","nicolasepiscopo","1528329261","[BD-2265] Category, Subcategory, Unit of measurement dropdowns for create catalog is not working on mobile"
"775f0205","nicolasepiscopo","1528325667","[BD-2263] Registration failure on mobile FE"
"233d8cfe","nicolasepiscopo","1528323113","[BD-2261] Last name field on mobile registration is set as password type"
"eef936cc","nicolasepiscopo","1528321923","[BD-2262] Email validation on sign up on mobile is not working"
"20da1e08","nicolasepiscopo","1528318383","[BD-2258] Save prompt for returning online appears even if user is on offline mode"
"cfea36dc","nicolasepiscopo","1528316758","[BD-2259] Save prompt is not appearing when user returns online and user is inside a new empty section"
"9ce9ef6b","nicolasepiscopo","1528295307","[BD-2226] Allow 'connect' attempts by users in offline mode"
"dc6ec47e","nicolasepiscopo","1528215061","[BD-2204] Fixing for offline mode"
"7f7b5a50","nicolasepiscopo","1528148173","[BD-2204] Progress bar for storage area reduces the progress % when user refreshes the page"
"322256a2","nicolasepiscopo","1528146858","[BD-2253] Invalid progress amount where in offline mode a product is moved"
"5631ba96","nicolasepiscopo","1528139959","[BD-2246] Prompt user if they attempt to logout on mobile while offline"
"f32a057a","nicolasepiscopo","1528135142","[BD-2251] User cannot enter the newly created storage in offline mode"
"e5480894","nicolasepiscopo","1527874201","[BD-2246] Prompt user if they attempt to logout on mobile while offline"
"b8a1198f","nicolasepiscopo","1527859834","[BD-2247] Don't flash storage area/section placeholder while they are loading - Fix for products list"
"6c383f78","nicolasepiscopo","1527858893","[BD-2247] Don't flash storage area/section placeholder while they are loading"
"e4f70a0b","nicolasepiscopo","1527798014","Deploying version 3.21.4 to Itunes and Google Play"
"00bfba2f","Nicolás Epíscopo","1527796581","Merged in develop (pull request #8)"
"e2f1d8d8","nicolasepiscopo","1527796310","New version for deploy. V 3.21.4"
"9af45c37","nicolasepiscopo","1527791340","[BD-2227] Semi-optimistic counting in mobile app - Offline issue fixed"
"7f1ad65d","nicolasepiscopo","1527785918","[BD-2227] Semi-optimistic counting in mobile app"
"e2102d31","nicolasepiscopo","1527782147","Fix for focus"
"80ee1e5d","nicolasepiscopo","1527781549","[BD-2213] Newly created storage on mobile won't move to new ordering in 1st attempt"
"9cc44bc6","nicolasepiscopo","1527780172","[BD-2011] Remove 'Invalid email address' warning during sign up on mobile."
"f554d37d","nicolasepiscopo","1527772311","Visual fix II"
"bab029b1","nicolasepiscopo","1527770550","Visual fix"
"04224d39","nicolasepiscopo","1527769649","[BD-2235] Inventory summary for closed inventories are displayed as offline mode"
"422879a1","nicolasepiscopo","1527712058","[BD-2234] Adding a new item in offline mode on a new section created in offline will crash the app"
"bbc45114","nicolasepiscopo","1527709732","[BD-2222] Count will have a default value if previous item counted has the same item name"
"502f2188","nicolasepiscopo","1527708848","[BD-2212] Vendor name is not appearing on the filter on purchase tab on mobile"
"2e7f015e","nicolasepiscopo","1527706918","[BD-2225] Preserve offline data in case of token expiration"
"d81b8301","nicolasepiscopo","1527703539","[BD-2224] Make offline mode more obvious"
"347e7072","nicolasepiscopo","1527699712","[BD-2229] Add a handler for non-internet related errors"
"0092f04c","nicolasepiscopo","1527691355","[BD-2232] App crashes when performing an item movement in online mode"
"8ed74121","nicolasepiscopo","1527688023","Merge with master"
"a162748e","nicolasepiscopo","1526675237","Deploying version 3.21.3 to Itunes and Google Play"
"fc9cdf46","nicolasepiscopo","1526674390","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"013e2621","nicolasepiscopo","1526674337","Version 3.21.3"
"15253fc7","nicolasepiscopo","1526674228","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"8a35f092","nicolasepiscopo","1526668197","Fixed issue on count"
"1acd8a5c","nicolasepiscopo","1526667006","Improvements for lazy loading on inventory"
"cdf97df0","nicolasepiscopo","1526665558","Improvements for lazy loading on inventory"
"c61a6968","nicolasepiscopo","1526663072","[BD-2174] New count entered on the count box may be removed or lost due to constant refresh of the mobile app"
"c465d7a8","nicolasepiscopo","1526604972","Deploy ios"
"0383d62f","nicolasepiscopo","1526602191","Deploy update to Itunes"
"aa977e6c","nicolasepiscopo","1526600656","Deploy to Play Store"
"abc5be3e","nicolasepiscopo","1526600476","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"7b7202d5","nicolasepiscopo","1526600124","Fixing offline mode issues on prod"
"8814b714","nicolasepiscopo","1526598845","Adding permissions to manifest for offline mode"
"ab441d4e","nicolasepiscopo","1526596465","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"c171f2a3","nicolasepiscopo","1526596421","Updated version to 3.21.2"
"2036e852","nicolasepiscopo","1526596264","Fixes for android and offline mode related"
"8ef35308","nicolasepiscopo","1526577073","Fixes for prod"
"04fcd879","nicolasepiscopo","1526502408","[BD-2123] Fixing tabbar"
"538f4bd6","nicolasepiscopo","1526498440","[BD-2123] All tests that remain"
"ad44690d","nicolasepiscopo","1526415437","[BD-2123] Tests for Input, List, LoadingIcon and Message"
"389605ca","nicolasepiscopo","1526403170","[BD-2123] Tests for Avatar, Button, CheckBox, DataGrid and Form"
"120a55c3","nicolasepiscopo","1526043345","Deploy v3.21.1 to PlayStore"
"7632382d","nicolasepiscopo","1525903246","Deploy v3.21.0 to Itunes and Google Play"
"6ec46268","nicolasepiscopo","1525891611","Merge with master"
"0b1c0d34","Nicolás Epíscopo","1525891392","Merged in develop (pull request #7)"
"fbdd6449","nicolasepiscopo","1525866664","[BD-2131] Asynchronously pull latest storage area/section item data on mobile"
"df924e87","nicolasepiscopo","1525726716","Adding app version verification"
"0457a849","nicolasepiscopo","1525695607","Merge with master"
"8f3fe883","Nicolás Epíscopo","1525695299","Merged in develop (pull request #6)"
"3914837a","nicolasepiscopo","1525695246","Fixing conflicts between develop and master"
"10a551b7","nicolasepiscopo","1525695018","Updating version to 3.21.0"
"b012676a","nicolasepiscopo","1525468527","[BD-2122] Removing an item then saving an adjustment purchase record will crash the app"
"eda034e1","nicolasepiscopo","1525447035","[BD-2122] Removing an item then saving an adjustment purchase record will crash the app"
"3976c6c5","nicolasepiscopo","1525379652","[BD-2109] User cannot save a new invoice if invoice has sub category first then removed by clicking the x button on Category totals"
"d4436b0b","nicolasepiscopo","1524748605","[BD-2098] Moving items to other storage in offline mode will just create a copy on the new selected storage"
"48f426c7","nicolasepiscopo","1524661233","[BD-2090] User cannot move an item to different storage in offline mode"
"491cfa61","nicolasepiscopo","1524660354","[BD-2097] Update offline mode display for sections that hasn't been loaded"
"92fc77f7","nicolasepiscopo","1524659728","[BD-2096] Deleting an inventory on mobile will crash the app and log out the user"
"0b408a55","nicolasepiscopo","1524659349","[BD-2095] User cannot perform an item count on an reopened inventory on mobile"
"b76fdbab","nicolasepiscopo","1524600424","[BD-2089] Edit or delete option pop up for a selected item re appears after user deleted the item - last file"
"e357ceba","nicolasepiscopo","1524600397","[BD-2089] Edit or delete option pop up for a selected item re appears after user deleted the item"
"bf004628","nicolasepiscopo","1524585019","[BD-2092] Moving a storage or section on offline will crash the app"
"57fff335","nicolasepiscopo","1524493725","[BD-2081] Vendor name is not appearing on item profile on expo dev"
"1ecea926","nicolasepiscopo","1524493350","[BD-2085] Vendor contact name display on vendor list page will be lost when user refreshes the page"
"65ae98a7","nicolasepiscopo","1524493160","[BD-2086] Item list do not automatically appear when adding item on a storage on inventory"
"248f7dd0","nicolasepiscopo","1524492020","[BD-2084] App will stuck on loading when user saves a new or existing purchase record"
"c45c33df","nicolasepiscopo","1524491710","[BD-2083] Editing vendor profile on mobile will not save"
"b2e83cc0","nicolasepiscopo","1524491170","[BD-2082] Categories of item will turn to undefined when catalog list is refreshed on mobile"
"4797cd4a","nicolasepiscopo","1524487051","Deploying new version - v3.20.1"
"d850bdb7","nicolasepiscopo","1524485373","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"2781ef64","nicolasepiscopo","1524485270","[BD-2087] Mobile sorting of items on sections to A-Z performs different from web"
"f9fce252","nicolasepiscopo","1524230625","[BD-2080] Catalog, Inventory and Vendor list do not load on refactor expo dev mobile"
"87cabcbd","nicolasepiscopo","1523973866","[BD-2060] User cannot edit a storage name on choose a storage area"
"56882157","nicolasepiscopo","1523626298","[BD-2053] Categories/Subcategories filtering on Bulk add items page is not working"
"4b7e9377","nicolasepiscopo","1523625224","[BD-2052] Descending order sorting for master catalog on Bulk add items is not working"
"e449496c","nicolasepiscopo","1523624694","[BD-2051] No items to be selected on Inventory unit of measure on New item page"
"d07a3b6b","nicolasepiscopo","1523548959","Merge branch 'feature/refactor-state' of bitbucket.org:bardog/bardog-mobile-native into develop"
"af91afa5","nicolasepiscopo","1523547799","New version 3.20 for android and ios"
"44dde567","nicolasepiscopo","1523545630","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"4c312b99","Nicolás Epíscopo","1523545550","Merged in develop (pull request #5)"
"701fdb48","nicolasepiscopo","1523545526","Version 3.20.0"
"f24450a0","nicolasepiscopo","1523545026","[BD-2049] Last entry on the list may not appear on mobile"
"d8ae0e89","nicolasepiscopo","1523541340","[BD-1998] User cannot see the entered text on search for bulk add item in mobile"
"637f0986","nicolasepiscopo","1523477564","[BD-2046] Pour cost, purchase and revenue details do not show on Review page in mobile"
"38c10cc9","nicolasepiscopo","1523381611","[BD-2044] Activation code accepts invalid entry on mobile"
"2dda4d65","nicolasepiscopo","1523375416","Deploy android v3.19.0"
"c5999fb7","nicolasepiscopo","1523374923","Deploy ios v3.19.0"
"7666fee3","nicolasepiscopo","1523369110","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"a26d5f8e","nicolasepiscopo","1523368692","Hotfix for pipeline"
"6c17bd87","Nicolás Epíscopo","1523368606","Merged in develop (pull request #4)"
"9a7deb15","nicolasepiscopo","1523368544","Merge with master"
"68301647","nicolasepiscopo","1523367907","[BD-2040] Redux cleanup"
"05ee9a3e","nicolasepiscopo","1523365854","[BD-2040] Fixed issues on offline mode"
"aa504ba8","nicolasepiscopo","1523314501","[BD-2040] Fixed issues on login"
"b2ddedba","nicolasepiscopo","1523294132","[BD-2040] Fixed issues on signup"
"a11a7fcb","nicolasepiscopo","1523291992","[BD-2040] Added apiMapper files"
"dab8a7cc","nicolasepiscopo","1523288386","[BD-2040] Unify all API related fields to camelCase"
"f82071ca","nicolasepiscopo","1523280928","[BD-1989] Timezone problems with phillipines"
"3c8d010d","nicolasepiscopo","1523016021","Updating versino to 3.19.0"
"59676df0","nicolasepiscopo","1523015845","[BD-1989] and [BD-2034]"
"30089bec","nicolasepiscopo","1523015830","[BD-1989] and [BD-2034]"
"9d7eff80","nicolasepiscopo","1522845471","[BD-1989] Purchase date on mobile is not consistent"
"32ba705f","nicolasepiscopo","1522233155","[BD-1817] Revert action and display error on mobile if inventory is closed"
"c92a1e64","nicolasepiscopo","1522066599","[BD-1999] Hitting Facebook and Twitter url on sign up will crash the app"
"3b5fb353","nicolasepiscopo","1521813732","Improve pipelines for master"
"384c9e87","nicolasepiscopo","1521813691","Improve pipelines for develop"
"84197528","nicolasepiscopo","1521813581","[BD-1817] Revert action and display error on mobile if inventory is closed"
"5683a944","nicolasepiscopo","1521565823","[BD-1984] Sort catalog by item name by default on mobile"
"4c3e1299","nicolasepiscopo","1521561547","[BD-1985] Sort inventory summary by item name by default on mobile"
"52dcdef1","nicolasepiscopo","1521560129","[BD-1728] Update mobile to allow for Invoice due date"
"bb6d67bd","nicolasepiscopo","1521546446","[BD-1978] Improve search box for master catalog on mobile"
"c4132476","nicolasepiscopo","1521105188","New deploy v3.18"
"833bd597","nicolasepiscopo","1521102610","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"323212a0","nicolasepiscopo","1521102578","Changing version to v3.18"
"d4f7e3c2","nicolasepiscopo","1521102320","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"32cb76bb","nicolasepiscopo","1521102295","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native"
"09da2ba5","Nicolás Epíscopo","1521102280","Merged in develop (pull request #3)"
"158396a5","nicolasepiscopo","1521049020","Deploying new build for v3.17"
